popup,"5.27 - 5.29.2022 森、道、市場 2022 にて ポップアップショップ NEW LIFE COLLECTION 出店"
popup,"12.30.2021 GOLDEN TIME IS YOURS ART SPACE にて ポップアップショップ NEW LIFE COLLECTION 出店"
project,10.17.2020 - 10.18.2020 音ビルにて 販売会 New Life Collection 開催
project,5.30.2020 - 5.31.2020 YouTueb Live にて New Life Collection 生配信
website,3.11.2020 ウェブサイト NewLifeCollection.com 開設
