online,"11.23.2021 大切にすることを大切にする場所 開設"
exhibition,"1.16.2021 - 1.31.2021 音ビル にて 大切にすることを大切にする展覧会 開催"
online,"9.27.2020 大 chotto crazy 2020 公式ウェブサイト にて ちょっとクレイジーな仲間たちの大切なもの 公開"
publication,"5.30.2020 今でも大切? 出版"
publication,"11.23.2019 大切にすることを大切にするための本 出版"
exhibition,"2.22.2019 - 3.8.2019 NS5 大切にすることを大切にするための展覧会 開催"
