website,10.10 - 31.2021 音ビル にて 展覧会「新しい生活を集める」開催
website,7.11.2021 行ったことのない場所へ行く活動「Go Out」開始
popup,6.6.2021 新コンテンツ「VG CTLG」解説
website,4.4.2021 会員制コミュニティサイト「ニューライフコレクション」開設
popup,10.17.2020 - 10.18.2020 音ビルにて 販売会 New Life Collection 開催
popup,5.30.2020 - 5.31.2020 YouTueb Live にて New Life Collection 生配信
website,3.11.2020 ウェブサイト NewLifeCollection.com 開設
