play,1.30.2020 展覧会 楽観のテクニック 終了に伴いプロジェクト完了
pray,6.27.2020 - 1.30.2021 展覧会 楽観のテクニック にて インスタレーション作品 出展
play,3.8.2020 - 12.6.2020 毎月第一日曜日 午前10時 から 30分間 プレイタイムズの映像を記録
pray,1.27.2020 Googleハングアウト に プレイタイムズ 開設
